Attack,Unnamed: 0,agc,cn0,constellation,local_time,local_time full number seq,svid
TRUE,28451,-2.37,15.7,GPS,1.53845E+12,1538451713637,23
TRUE,202622,13.29,26.7,Glonass,1.53872E+12,1538718847111,8
TRUE,290918,12.76,28.9,Glonass,1.53873E+12,1538725248175,22
TRUE,543463,1.36,37,GPS,1.53875E+12,1538747323201,17
TRUE,8178,-1.47,27.6,GPS,1.53871E+12,1538705911030,11
TRUE,77385,-2.98,13.5,Glonass,1.53846E+12,1538458204635,7
TRUE,7952,5.59,31.1,GPS,1.53845E+12,1538453319414,7
TRUE,120711,-3.79,19.4,GPS,1.53843E+12,1538427271603,24
TRUE,31670,0.39,34.6,GPS,1.53872E+12,1538722638097,28
TRUE,16508,-0.18,31.6,GPS,1.53856E+12,1538559930065,1
TRUE,153133,-0.06,13.3,GPS,1.53843E+12,1538432867593,10
TRUE,319468,14.12,26.5,Glonass,1.53873E+12,1538727296121,2
TRUE,1689,0.81,39.3,GPS,1.53846E+12,1538457164357,23
TRUE,20934,-0.21,29.7,Glonass,1.53872E+12,1538724807093,3
TRUE,5468,11.79,11.9,Glonass,1.53845E+12,1538451733157,6
TRUE,16380,15.13,36.2,GPS,1.53863E+12,1538625411929,31
TRUE,473359,-0.41,27.6,GPS,1.53875E+12,1538747235185,17
TRUE,58965,1.74,19.7,Glonass,1.53842E+12,1538422150600,8
TRUE,164415,1.71,10.6,Glonass,1.53872E+12,1538716328137,19
TRUE,66773,0,37.1,GPS,1.53846E+12,1538457548806,16
TRUE,1219,11.43,25.8,GPS,1.53856E+12,1538557691116,9
TRUE,7504,13.68,29.7,Glonass,1.53846E+12,1538455202714,15
TRUE,10147,0.18,18.3,Glonass,1.53863E+12,1538631640642,20
TRUE,97542,1.7,33.7,GPS,1.53865E+12,1538645472954,13
TRUE,433776,-0.6,13.5,GPS,1.53874E+12,1538742043936,13
TRUE,5470,10.67,12,Glonass,1.53856E+12,1538557232024,8
TRUE,131827,0.86,33.3,Glonass,1.53843E+12,1538429710606,2
TRUE,264292,0.35,21.7,GPS,1.53844E+12,1538440988970,1
TRUE,2292,4.86,28.2,GPS,1.53871E+12,1538707353086,14
TRUE,458644,-1.18,24.7,GPS,1.53874E+12,1538743376882,28
TRUE,305987,0.76,23.9,GPS,1.53873E+12,1538725829111,17
TRUE,19490,5.25,21.3,GPS,1.53872E+12,1538718074896,14
TRUE,22807,-0.69,22.4,Glonass,1.53872E+12,1538721267039,21
TRUE,416205,-1.4,32.3,GPS,1.53873E+12,1538734369803,11
TRUE,12730,-0.52,44.9,GPS,1.53846E+12,1538455345216,7
TRUE,27979,-0.27,26.5,GPS,1.53864E+12,1538641344178,7
TRUE,72918,6.07,43.6,GPS,1.53873E+12,1538728843033,17
TRUE,694,3.61,29.2,GPS,1.53856E+12,1538557521062,7
TRUE,7756,-0.14,12.2,Glonass,1.53863E+12,1538631427677,19
TRUE,112216,-2.56,19.1,Glonass,1.53846E+12,1538459285253,17
TRUE,505924,1.18,18.7,GPS,1.53874E+12,1538741505149,28
TRUE,54006,-0.61,43.3,GPS,1.53846E+12,1538458024157,3
TRUE,159420,-8.54,18.5,GPS,1.53872E+12,1538716056167,30
TRUE,46752,9.71,24.9,Glonass,1.53846E+12,1538456227790,14
TRUE,11205,1.57,28.1,Glonass,1.53846E+12,1538455329625,4
TRUE,309838,1.91,17.5,Glonass,1.53844E+12,1538443798231,4
TRUE,69515,-1.15,34.5,Glonass,1.53871E+12,1538709666142,1
TRUE,96065,-5.36,16.4,GPS,1.53846E+12,1538458006257,9
TRUE,154166,0.03,13.4,GPS,1.53843E+12,1538433014617,18
TRUE,23560,-0.27,31.4,GPS,1.53864E+12,1538641072173,5
TRUE,30538,18.44,27.4,GPS,1.53846E+12,1538456854616,22
TRUE,164722,-0.84,15.7,Glonass,1.53872E+12,1538715482059,7
TRUE,5130,1.43,16,GPS,1.53842E+12,1538417716597,15
TRUE,52445,-0.31,33.1,GPS,1.53864E+12,1538641905958,19
TRUE,78287,0,34.7,GPS,1.53846E+12,1538459724162,26
TRUE,37509,-3.32,39.7,Glonass,1.53864E+12,1538641930157,1
TRUE,456027,-1.08,26.6,Glonass,1.53874E+12,1538736400248,24
TRUE,34133,6.75,34.6,Glonass,1.53845E+12,1538453726671,4
TRUE,114000,0.08,43.5,GPS,1.53846E+12,1538462270168,30
TRUE,437702,0.39,20.7,GPS,1.53874E+12,1538735776139,13
TRUE,6270,-0.33,24.7,GPS,1.53864E+12,1538638874952,13
TRUE,6367,2.86,22.2,Glonass,1.53863E+12,1538630316209,93
TRUE,327879,-1.26,30,Glonass,1.53873E+12,1538726877073,22
TRUE,129338,0.84,19.6,GPS,1.53843E+12,1538429432582,15
TRUE,469446,1.06,33.8,GPS,1.53874E+12,1538737520124,13
TRUE,456624,-1.21,31.6,Glonass,1.53874E+12,1538736417968,23
TRUE,390722,-2.96,17.1,GPS,1.53873E+12,1538732054168,28
TRUE,74162,-11.64,43.9,GPS,1.53873E+12,1538728180130,7
TRUE,591114,1.3,23.8,GPS,1.53875E+12,1538754628081,6
TRUE,563445,1.18,16.2,GPS,1.53875E+12,1538750470079,25
TRUE,46979,-1.88,31.1,GPS,1.53864E+12,1538641784147,19
TRUE,37979,10.08,13.5,Glonass,1.53864E+12,1538637579944,21
TRUE,268887,2.41,21.6,Glonass,1.53872E+12,1538723374057,22
TRUE,21209,15.41,34,Glonass,1.53845E+12,1538454391136,4
TRUE,11752,0.6,37.2,GPS,1.53846E+12,1538455370608,23
TRUE,46183,-1.12,18.6,GPS,1.53846E+12,1538458171443,16
TRUE,22853,-0.27,26.6,GPS,1.53864E+12,1538641034188,11
TRUE,545047,-0.37,10.4,Glonass,1.53875E+12,1538747539174,24
TRUE,154443,0.15,12.1,GPS,1.53843E+12,1538433055612,32
TRUE,47579,-3.5,38.4,Glonass,1.53864E+12,1538641823140,11
TRUE,99911,-9.74,10.1,Glonass,1.53864E+12,1538644747666,23
TRUE,8201,-0.62,29.9,Glonass,1.53864E+12,1538639195159,21
TRUE,29149,-0.33,35.7,GPS,1.53846E+12,1538455691491,7
TRUE,335548,-1.62,27,GPS,1.53873E+12,1538727289083,28
TRUE,41478,-1.34,10.5,GPS,1.53846E+12,1538457771428,9
TRUE,111327,4.88,31.3,Glonass,1.53846E+12,1538462064168,19
TRUE,86355,1.92,18.9,Glonass,1.53842E+12,1538424240629,23
TRUE,9281,1.28,33.2,GPS,1.53872E+12,1538724139085,18
TRUE,344395,0.44,36.7,GPS,1.53873E+12,1538727779067,30
TRUE,331493,4.23,16.2,GPS,1.53873E+12,1538727071048,27
TRUE,10822,-0.27,37.9,GPS,1.53864E+12,1538640342171,7
TRUE,39849,0.39,34.5,GPS,1.53864E+12,1538642067178,18
TRUE,7546,0.18,20.6,Glonass,1.53856E+12,1538558066049,21
TRUE,38957,-2.3,43.7,GPS,1.53864E+12,1538642015184,7
TRUE,35900,-3.38,26.8,GPS,1.53864E+12,1538637446952,30
TRUE,38468,-0.69,38.7,GPS,1.53871E+12,1538707759065,23
TRUE,26351,-0.26,36.1,GPS,1.53873E+12,1538725117102,8
TRUE,29181,0.31,37.5,GPS,1.53864E+12,1538639520643,30
TRUE,22297,-36.59,15.6,GPS,1.53864E+12,1538639856942,27
TRUE,25712,-18.22,15.7,GPS,1.53845E+12,1538453152611,27
TRUE,53740,-15.4,35.4,GPS,1.53873E+12,1538726977108,18
TRUE,57374,1.24,30.6,Glonass,1.53871E+12,1538709017026,10
TRUE,21891,-1.57,30.9,Glonass,1.53871E+12,1538706752061,8
TRUE,32308,1.66,29.5,GPS,1.53845E+12,1538451955649,31
TRUE,35615,-0.61,35.6,GPS,1.53846E+12,1538456865149,27
TRUE,22141,0,33.2,GPS,1.53845E+12,1538452953503,9
TRUE,545602,1.3,15.3,GPS,1.53875E+12,1538747617657,12
TRUE,89258,-1.15,35.5,Glonass,1.53871E+12,1538711082083,8
TRUE,56329,-0.61,31.3,GPS,1.53846E+12,1538458160138,30
TRUE,11961,3.26,26.6,GPS,1.53856E+12,1538559517044,11
TRUE,130963,0.49,37,GPS,1.53871E+12,1538713423046,22
TRUE,103958,6.68,42.7,GPS,1.53846E+12,1538461596161,30
TRUE,324758,14.08,26.5,Glonass,1.53873E+12,1538727719086,23
TRUE,249720,13.21,15.6,Glonass,1.53872E+12,1538722486115,10
TRUE,169767,1.07,29,Glonass,1.53843E+12,1538434251574,17
TRUE,8574,-3.07,25.7,Glonass,1.53863E+12,1538630603234,11
TRUE,396643,-0.07,24.3,GPS,1.53874E+12,1538737124432,6
TRUE,40988,-1.07,32.5,Glonass,1.53864E+12,1538641207954,3
TRUE,11786,15,24.8,GPS,1.53845E+12,1538452215055,27
TRUE,18339,-0.52,40.1,GPS,1.53846E+12,1538455703135,9
TRUE,50935,1.09,15.7,Glonass,1.53871E+12,1538711817152,9
TRUE,107887,-0.73,36.5,Glonass,1.53873E+12,1538730291100,23
TRUE,565838,1.18,14.3,GPS,1.53875E+12,1538750717121,24
TRUE,83064,-1.02,32.4,Glonass,1.53871E+12,1538710471050,10
TRUE,51320,-0.61,39.9,GPS,1.53846E+12,1538457865132,7
TRUE,24406,-1.8,30.5,GPS,1.53871E+12,1538709081035,26
TRUE,57178,0.81,32.5,GPS,1.53871E+12,1538712294784,14
TRUE,13072,5.36,32,GPS,1.53845E+12,1538452269988,22
TRUE,78894,0.52,34.4,GPS,1.53871E+12,1538710333095,16
TRUE,244746,-0.91,25.1,GPS,1.53844E+12,1538439910591,11
TRUE,135111,-0.3,12.9,GPS,1.53843E+12,1538430188584,27
TRUE,31580,-0.36,27.6,GPS,1.53871E+12,1538709646078,14
TRUE,77647,6.07,26.2,GPS,1.53873E+12,1538729141077,17
TRUE,182368,-1.04,21.3,GPS,1.53844E+12,1538435253590,20
TRUE,17518,-0.73,34.9,GPS,1.53864E+12,1538638818666,17
TRUE,234558,13.6,29.1,Glonass,1.53872E+12,1538721340115,8
TRUE,330851,13.34,12.3,Glonass,1.53873E+12,1538728392125,2
TRUE,56691,0,23.9,GPS,1.53846E+12,1538456877796,8
TRUE,107507,-11.41,42.3,GPS,1.53865E+12,1538646261647,14
TRUE,14729,4.28,26.4,GPS,1.53845E+12,1538454656019,27
TRUE,22989,-1.11,16.4,GPS,1.53843E+12,1538431713761,20
TRUE,16747,-2.07,27.6,Glonass,1.53872E+12,1538721270091,21
TRUE,101006,-1.03,39.9,Glonass,1.53871E+12,1538711911123,10
TRUE,97639,0.52,42.9,GPS,1.53871E+12,1538711676129,3
TRUE,44824,14.37,33.8,Glonass,1.53846E+12,1538456109797,14
TRUE,35281,-3.32,38.8,Glonass,1.53864E+12,1538641796195,22
TRUE,437488,-1.39,29.8,Glonass,1.53874E+12,1538735741088,24
TRUE,65373,-0.89,20.9,Glonass,1.53871E+12,1538709449035,6
TRUE,539356,0.04,12.6,Glonass,1.53875E+12,1538746685094,24
TRUE,40895,0.18,30.8,Glonass,1.53845E+12,1538452577955,14
TRUE,83818,10,25.9,Glonass,1.53865E+12,1538645834218,102
TRUE,89280,2.87,42.9,GPS,1.53873E+12,1538729163101,7
TRUE,87748,-22.54,19.6,Glonass,1.53864E+12,1538644118970,2
TRUE,59837,8.84,22.8,Glonass,1.53871E+12,1538712492863,9
TRUE,40869,12.91,35.8,GPS,1.53845E+12,1538454203716,9
TRUE,82674,4.02,26.1,GPS,1.53846E+12,1538457121508,16
TRUE,8404,2.13,33.5,Glonass,1.53846E+12,1538457618308,15
TRUE,44097,14.29,26.6,Glonass,1.53846E+12,1538456066787,16
TRUE,125345,-1,32.1,Glonass,1.53871E+12,1538713052079,10
TRUE,514347,-0.46,13.6,GPS,1.53875E+12,1538753771177,24
TRUE,48561,-1.88,40.4,GPS,1.53864E+12,1538641887136,8
TRUE,5333,0.16,30.1,GPS,1.53864E+12,1538639037156,11
TRUE,41987,-1.07,30.4,Glonass,1.53864E+12,1538641268972,2
TRUE,321266,-2.06,17.5,GPS,1.53873E+12,1538726533084,5
TRUE,20896,-0.26,38.8,GPS,1.53872E+12,1538724804107,30
TRUE,72485,1.28,16.2,GPS,1.53842E+12,1538423128612,10
TRUE,102207,-0.73,27.3,Glonass,1.53873E+12,1538729943136,4
TRUE,134794,-0.12,24.5,GPS,1.53843E+12,1538430147594,15
TRUE,47066,1.25,21.3,GPS,1.53842E+12,1538421143668,10
TRUE,34640,-1.35,26.2,Glonass,1.53856E+12,1538559731932,12
TRUE,111517,-3.19,18.1,Glonass,1.53846E+12,1538459233265,15
TRUE,26745,0.48,29.1,Glonass,1.53872E+12,1538722200075,21
TRUE,36990,-0.52,31.2,Glonass,1.53871E+12,1538707659051,7
TRUE,326785,-0.61,21.1,GPS,1.53844E+12,1538444942774,31
TRUE,52280,-1.15,38.1,GPS,1.53864E+12,1538641218724,11
TRUE,5319,-0.06,31.4,GPS,1.53853E+12,1538526164061,31
TRUE,157648,18.72,30.6,Glonass,1.53872E+12,1538715054066,10
TRUE,28914,-0.65,18.7,Glonass,1.53864E+12,1538641399173,20
TRUE,14834,-2.15,40.2,Glonass,1.53856E+12,1538559564133,11
TRUE,569386,1.24,13.4,GPS,1.53875E+12,1538751227075,25
TRUE,72518,8.31,7.1,Glonass,1.53846E+12,1538456459111,4
TRUE,69542,-1.15,42,Glonass,1.53871E+12,1538709668106,9
TRUE,321689,1.53,22.3,Glonass,1.53844E+12,1538444575806,4
TRUE,257696,13.93,32.3,GPS,1.53872E+12,1538723051167,23
TRUE,1186,0,33,GPS,1.53862E+12,1538623657125,27
TRUE,44818,-1.07,34.5,Glonass,1.53864E+12,1538641445967,11
TRUE,345294,-0.22,22.3,Glonass,1.53873E+12,1538727833078,22
TRUE,243025,-0.56,29.8,GPS,1.53844E+12,1538439827604,10
TRUE,26,12.64,22.4,Glonass,1.53856E+12,1538556106054,11
TRUE,46668,13.93,41.4,GPS,1.53845E+12,1538452979590,26
TRUE,68844,-1.15,18.5,Glonass,1.53871E+12,1538709640043,6
TRUE,415079,-0.36,19.5,GPS,1.53874E+12,1538739263326,17
TRUE,127695,-0.84,26.6,Glonass,1.53871E+12,1538713215044,12
TRUE,23524,0,24.2,Glonass,1.53856E+12,1538559120142,22
TRUE,3003,0.81,37.9,GPS,1.53846E+12,1538457248302,23
TRUE,66420,0.38,35.1,GPS,1.53871E+12,1538709505037,26
TRUE,163299,-5.53,28.6,Glonass,1.53872E+12,1538715388054,10
TRUE,296556,13.29,22.3,Glonass,1.53873E+12,1538725625113,2
TRUE,182511,4.03,22.1,GPS,1.53872E+12,1538717431125,23
TRUE,28276,-1.67,29.1,Glonass,1.53864E+12,1538639470648,22
TRUE,269848,12.44,30.6,GPS,1.53872E+12,1538723835134,7
TRUE,334456,12.82,21.7,GPS,1.53873E+12,1538728879106,7
TRUE,382191,-1.51,14.5,GPS,1.53873E+12,1538731175074,13
TRUE,16875,-1.35,27.1,Glonass,1.53856E+12,1538558522919,20
TRUE,94368,1.41,29.4,Glonass,1.53865E+12,1538645273976,2
TRUE,11517,5.45,31.2,GPS,1.53871E+12,1538705847092,23
TRUE,53014,-0.79,31.8,GPS,1.53864E+12,1538642877180,7
TRUE,111729,4.88,39.5,Glonass,1.53846E+12,1538462090159,7
TRUE,194325,0.15,29,GPS,1.53844E+12,1538436177599,31
TRUE,21885,2.59,29.1,GPS,1.53846E+12,1538456148612,23
TRUE,70421,6.32,27.5,Glonass,1.53873E+12,1538728675068,4
TRUE,10594,-0.56,20.8,GPS,1.53871E+12,1538707918442,14
TRUE,72581,1.65,36.9,GPS,1.53871E+12,1538713768953,27
TRUE,36538,0.84,23.1,GPS,1.53871E+12,1538710163112,14
TRUE,84862,-1.11,25.4,GPS,1.53871E+12,1538710578039,27
TRUE,173129,-7.06,15.5,GPS,1.53872E+12,1538715963057,26
TRUE,374046,-0.97,23.2,Glonass,1.53873E+12,1538730522066,11
TRUE,2762,2.09,23.6,GPS,1.53872E+12,1538716911867,10
TRUE,4666,0.72,27.6,GPS,1.53845E+12,1538453285274,23
TRUE,100369,-0.73,37.3,Glonass,1.53873E+12,1538729840121,22
TRUE,21277,1.34,13.8,Glonass,1.53843E+12,1538431552253,17
TRUE,30623,0.33,14.6,GPS,1.53871E+12,1538709581064,7
TRUE,77252,-2.59,31.5,Glonass,1.53864E+12,1538643423974,11
TRUE,9709,4.28,32.8,GPS,1.53845E+12,1538454342968,23
TRUE,441545,0.85,19.2,GPS,1.53874E+12,1538735972977,6
TRUE,125943,-1.12,27.5,GPS,1.53846E+12,1538460385246,8
TRUE,101334,1.02,39.5,GPS,1.53871E+12,1538711934107,26
TRUE,58789,1.4,25.2,GPS,1.53842E+12,1538422138632,15
TRUE,12144,-2.6,14.1,Glonass,1.53864E+12,1538638472679,1
TRUE,36175,-2.67,35.1,GPS,1.53872E+12,1538723024102,11
TRUE,87243,10.23,18.6,Glonass,1.53865E+12,1538645970189,23
TRUE,45953,-1.88,44.5,GPS,1.53864E+12,1538641721152,17
TRUE,17332,2.69,35.3,Glonass,1.53863E+12,1538631369160,11
TRUE,544332,1.18,19.7,GPS,1.53875E+12,1538747465118,2
TRUE,335506,12.98,15.9,GPS,1.53873E+12,1538729000125,7
TRUE,477456,-0.36,23.1,GPS,1.53874E+12,1538737748605,15
TRUE,11091,-3.91,23.3,Glonass,1.53864E+12,1538638402669,12
TRUE,2774,0.81,40.2,GPS,1.53846E+12,1538457233296,16
TRUE,55171,7.43,38.3,Glonass,1.53846E+12,1538458093156,7
TRUE,57550,0.37,28.7,GPS,1.53871E+12,1538708841092,7
TRUE,68077,0.54,35.8,GPS,1.53871E+12,1538709594031,31
TRUE,372,4.48,32.1,GPS,1.53871E+12,1538705252667,23
TRUE,14724,-0.21,29.4,Glonass,1.53872E+12,1538724466102,21
TRUE,25915,-0.21,27.5,Glonass,1.53873E+12,1538725091094,3
TRUE,340857,10.67,17.8,GPS,1.53873E+12,1538729584082,11
TRUE,106207,-1.03,32,Glonass,1.53871E+12,1538712283115,7
TRUE,14241,20.2,30.9,Glonass,1.53863E+12,1538625254924,7
TRUE,2934,0.72,27.4,GPS,1.53845E+12,1538453156540,31
TRUE,41191,-3.5,37.8,Glonass,1.53864E+12,1538641414101,10
TRUE,14985,1.37,22.4,GPS,1.53842E+12,1538418534596,15
TRUE,33371,-0.69,32.1,GPS,1.53871E+12,1538707426029,18
TRUE,297856,-1.77,17.1,Glonass,1.53873E+12,1538725447065,13
TRUE,451254,-3.26,12.4,GPS,1.53874E+12,1538742902840,6
TRUE,243705,3.72,13.2,Glonass,1.53872E+12,1538720792074,12
TRUE,68382,-0.9,12,Glonass,1.53871E+12,1538713875007,12
TRUE,43574,1.68,22,GPS,1.53871E+12,1538711107203,27
TRUE,69914,-1.21,13.5,Glonass,1.53871E+12,1538714012132,12
TRUE,4975,0.11,22,GPS,1.53872E+12,1538718020305,5
TRUE,502730,1.12,17.5,GPS,1.53874E+12,1538741017710,17
TRUE,40193,7.56,33.8,GPS,1.53845E+12,1538454222742,9
TRUE,16785,14.1,31,Glonass,1.53845E+12,1538454792898,5
TRUE,7260,-0.62,25.5,Glonass,1.53864E+12,1538639141150,12
TRUE,87945,-0.5,29,GPS,1.53871E+12,1538710765036,6
TRUE,93698,4.28,32.2,GPS,1.53846E+12,1538460856154,16
TRUE,113954,0.69,31.9,GPS,1.53871E+12,1538712345039,6
TRUE,22459,-0.16,12.2,GPS,1.53863E+12,1538625866673,3
TRUE,19639,-0.37,36.7,GPS,1.53863E+12,1538625154138,26
TRUE,229448,-22.87,21.6,GPS,1.53872E+12,1538719588065,30
TRUE,61478,8.25,32.9,Glonass,1.53873E+12,1538728047055,11
TRUE,81966,3.11,37.1,GPS,1.53864E+12,1538643112667,17
TRUE,396068,-1.25,38.1,GPS,1.53874E+12,1538737087183,28
TRUE,124896,0.95,22.9,GPS,1.53846E+12,1538463547794,11
TRUE,424920,-1.6,23.4,Glonass,1.53873E+12,1538734843190,22
TRUE,457277,-0.43,27.6,GPS,1.53874E+12,1538736435816,28
TRUE,31146,-2.3,38.2,GPS,1.53864E+12,1538641545153,30
TRUE,373907,-2.03,22,GPS,1.53873E+12,1538730509074,19
TRUE,19519,0,33.8,GPS,1.53856E+12,1538558838121,11
TRUE,469153,-1.72,17.1,Glonass,1.53875E+12,1538746844195,17
TRUE,99994,5.5,25.3,Glonass,1.53873E+12,1538730653055,13
TRUE,28944,0.07,26,Glonass,1.53873E+12,1538725672046,13
TRUE,41738,0.18,29.4,Glonass,1.53845E+12,1538452635934,14
TRUE,450913,-1.68,16.6,Glonass,1.53874E+12,1538736246131,15
TRUE,101291,5.5,33.7,Glonass,1.53873E+12,1538730734040,12
TRUE,142755,17.13,31.4,GPS,1.53871E+12,1538714945138,30
TRUE,4429,1.59,21.9,GPS,1.53872E+12,1538717027886,6
TRUE,24911,-1.27,32.7,GPS,1.53864E+12,1538640486679,27
TRUE,31420,0.18,18.9,GPS,1.53846E+12,1538456938589,8
TRUE,87831,0.52,41.3,GPS,1.53871E+12,1538710980127,3
TRUE,91405,-6.2,34.6,Glonass,1.53873E+12,1538730025061,14
TRUE,21074,-1.84,27.9,Glonass,1.53871E+12,1538708559392,7
TRUE,462728,-1.24,34.2,GPS,1.53874E+12,1538744793915,17
TRUE,22433,0.87,21.3,GPS,1.53871E+12,1538708655397,14
TRUE,592457,-0.19,15.6,Glonass,1.53875E+12,1538754800201,3
TRUE,4811,0.19,30.1,GPS,1.53864E+12,1538638968166,8
TRUE,40068,-1.5,29.5,Glonass,1.53871E+12,1538710679235,7
TRUE,284743,1.1,18.9,GPS,1.53844E+12,1538442100590,18
TRUE,74889,-2.59,30.6,Glonass,1.53864E+12,1538643271972,2
TRUE,214421,12.58,17.5,Glonass,1.53872E+12,1538719638095,1
TRUE,34209,-1.22,33.3,Glonass,1.53871E+12,1538709901583,7
TRUE,87250,1.99,18,Glonass,1.53842E+12,1538424297618,1
TRUE,62294,1.13,33.4,GPS,1.53871E+12,1538713142208,22
TRUE,246058,13.35,27.4,Glonass,1.53872E+12,1538722224110,1
TRUE,96926,-0.42,35.6,GPS,1.53871E+12,1538711312049,26
TRUE,27287,1.37,20.9,GPS,1.53842E+12,1538419530613,2
TRUE,14385,0.42,33.1,GPS,1.53856E+12,1538558505114,17
TRUE,17154,-0.31,28.4,Glonass,1.53871E+12,1538706152105,16
TRUE,521523,-1.73,21.1,Glonass,1.53875E+12,1538754982305,3
TRUE,86160,6.32,33.4,Glonass,1.53873E+12,1538729709059,12
TRUE,43744,13.93,40,GPS,1.53845E+12,1538452778593,3
TRUE,30018,-0.28,32,GPS,1.53863E+12,1538625974123,27
TRUE,6026,0.08,29,GPS,1.53872E+12,1538720341080,27
TRUE,39616,13.19,37.4,GPS,1.53872E+12,1538722502056,30
TRUE,12123,-2.07,28,Glonass,1.53872E+12,1538720902086,1
TRUE,347171,14.24,26.3,Glonass,1.53873E+12,1538730426662,11
TRUE,52289,15.31,23.7,GPS,1.53846E+12,1538456575784,26
TRUE,49991,-0.79,34.1,GPS,1.53864E+12,1538642676174,17
TRUE,25808,-1.47,38.1,GPS,1.53871E+12,1538706977028,1
TRUE,75563,-0.06,29.7,Glonass,1.53864E+12,1538642711736,21
TRUE,99411,5.12,33.9,Glonass,1.53846E+12,1538461299160,17
TRUE,246447,3.65,20,Glonass,1.53872E+12,1538721096063,3
TRUE,67352,0,37,Glonass,1.53873E+12,1538727735126,12
TRUE,483764,-1.61,29.3,Glonass,1.53875E+12,1538748931301,1
TRUE,9837,0.27,23.2,Glonass,1.53856E+12,1538558237039,9
TRUE,6002,-2.17,26.9,Glonass,1.53856E+12,1538557946117,8
TRUE,15331,0.06,32.6,GPS,1.53845E+12,1538450808310,9
TRUE,109589,-0.73,26.1,Glonass,1.53873E+12,1538730450064,24
TRUE,939,0,34.1,GPS,1.53856E+12,1538557429156,8
TRUE,70978,2.08,21,Glonass,1.53871E+12,1538713545144,1
TRUE,462811,1.06,35.5,GPS,1.53874E+12,1538736848158,13
TRUE,7431,-0.48,26.9,GPS,1.53864E+12,1538638169725,27
TRUE,4396,-2,23.3,Glonass,1.53862E+12,1538624520648,6
TRUE,25909,3.99,29.9,Glonass,1.53846E+12,1538455475536,16
TRUE,69445,-1.03,12,Glonass,1.53871E+12,1538713963902,11
TRUE,222271,-0.54,29.9,GPS,1.53844E+12,1538438489585,31
TRUE,117161,-6.87,28.9,GPS,1.53846E+12,1538462510154,8
TRUE,467942,-1.9,12,GPS,1.53875E+12,1538746697880,17
TRUE,70000,7.43,31,Glonass,1.53846E+12,1538459139152,16
TRUE,89215,7.27,20.6,Glonass,1.53865E+12,1538646049192,12
TRUE,39770,-0.26,26.2,GPS,1.53873E+12,1538725909089,11
TRUE,89326,-11.38,43,GPS,1.53865E+12,1538646053192,6
TRUE,14107,18.54,37.8,Glonass,1.53845E+12,1538450726203,4
TRUE,44069,-0.52,32.7,Glonass,1.53871E+12,1538708163036,7
TRUE,16172,-0.21,23.8,GPS,1.53845E+12,1538452513995,27
TRUE,41186,1.88,16.2,Glonass,1.53842E+12,1538420652651,23
TRUE,53239,1.44,18.8,Glonass,1.53871E+12,1538712007053,11
TRUE,96469,-1.15,38.5,Glonass,1.53871E+12,1538711595137,9
TRUE,122926,-2,19.9,Glonass,1.53846E+12,1538463044270,5
TRUE,101422,4.39,37.1,GPS,1.53873E+12,1538730741034,11
TRUE,49096,7.63,35.7,Glonass,1.53873E+12,1538726521092,3
TRUE,6944,1.57,23.6,Glonass,1.53846E+12,1538455043393,24
TRUE,101087,11.01,27.9,Glonass,1.53865E+12,1538645721626,2
TRUE,381899,1.46,22.7,GPS,1.53874E+12,1538735997161,15
TRUE,428587,-3.01,15.9,GPS,1.53874E+12,1538741411294,19
TRUE,472425,1.12,34.9,GPS,1.53874E+12,1538737598510,15
TRUE,314307,14.08,31.1,Glonass,1.53873E+12,1538726887124,3
TRUE,11926,0.92,20.9,GPS,1.53863E+12,1538633999927,5
TRUE,92237,-1.15,11.9,GPS,1.53846E+12,1538457744252,30
TRUE,20323,0,30.8,GPS,1.53856E+12,1538558896106,30
TRUE,119764,-2.55,22.7,GPS,1.53846E+12,1538459908241,8
TRUE,89430,2.87,32.8,GPS,1.53873E+12,1538729172109,30
TRUE,371416,-3.62,34.4,GPS,1.53873E+12,1538730224411,1
TRUE,61793,-0.34,34.5,Glonass,1.53864E+12,1538642450975,22
TRUE,14605,15,29.5,GPS,1.53845E+12,1538452417332,23
TRUE,3009,0,35.8,GPS,1.53864E+12,1538638583173,17
TRUE,221728,1.49,20.3,Glonass,1.53872E+12,1538718866059,12
TRUE,47732,0.18,28.7,Glonass,1.53845E+12,1538453049603,15
TRUE,181590,-0.2,24.9,Glonass,1.53872E+12,1538716433047,1
TRUE,19178,3.61,27.3,Glonass,1.53845E+12,1538451086336,14
TRUE,37136,6.75,36.3,Glonass,1.53845E+12,1538453941675,5
TRUE,53592,-2.54,24.5,Glonass,1.53873E+12,1538727465060,23
TRUE,114342,0.69,19.6,Glonass,1.53843E+12,1538426491609,8
TRUE,444224,1.08,29.5,GPS,1.53874E+12,1538736051576,13
TRUE,39149,0.27,42.2,GPS,1.53871E+12,1538707563081,23
TRUE,509573,1.41,27.1,GPS,1.53874E+12,1538742088109,28
TRUE,71172,-0.83,32.8,Glonass,1.53871E+12,1538709773045,10
TRUE,118322,-0.73,37.2,Glonass,1.53873E+12,1538731040098,23
TRUE,335272,13.27,11.9,Glonass,1.53873E+12,1538728975154,2
TRUE,9802,1.73,24.2,GPS,1.53856E+12,1538558234069,17
TRUE,55747,-0.41,19.7,Glonass,1.53846E+12,1538458864452,17
TRUE,66566,3.14,37.1,Glonass,1.53864E+12,1538643851216,22
TRUE,7109,10.5,29.3,Glonass,1.53856E+12,1538558026119,10
